"StationId","Name","Domain","Stipend","Location","Branches","Project Description","Reqd Skill Sets","Reqd Electives",
"4836","JPMS GR&C Corporate Risk – Firm wide Risk Reporting(Bangalore)","Finance and Mgmt","50000","Bangalore","A3, A4, A7, A8, AA,","PROJECT-1: The team interacts heavily across the firm, including Risk Management, Regulatory Reporting, Finance and Business Management, Middle Office and Technology. Roles and Responsibilities: This position is at the intern level, with an emphasis on the production of comprehensive, timely, accurate and well-formatted reports. Additionally, the right candidate must be able to utilize their strong IT skills in the development of the reporting process and associated controls. The role provides exposure across a variety of risk stripes and products. Key responsibilities are as follows: • Supports a small team of Reporting Analysts offshore • Take ownership of a growing portfolio of risk reports • Production, substantiation of a range of risk reports • Delivery of both tactical and strategic enhancements to underlying report production processes • Implement and embed robust Quality Assurance control checks through the reporting process • Assist in the development and standardization of Risk Reporting across LOBs (e.g. Corporate and Investment Bank, Commercial Bank, Asset Management) • Ensure the quality of documentation of relevant Standard Operating Procedures Project domain Tech/IT Skills: Basic Finance/Economics knowledge, Analytical bent of mind, number crunching, Good written and verbal communication Sincere, team spirit and interest in risk management Functional knowledge of the financial services industry risk function highly desired Moderate to advanced knowledge in SQL
","PROJECT-1: -
","PROJECT-1: -
",
"4842","JPMS GR&C Credit Forecasting Strategy(Bangalore)","Finance and Mgmt","75000","Bangalore","Any B3 , Any B4 , Any B5 ,","PROJECT-1: Chase Consumer & Community Banking (CCB) serves nearly 66 million consumers and 4 million small businesses with a broad range of financial services through our 137,000 employees. Consumer & Community Banking Risk Management partners with each CCB sub-line of business to identify, assess, prioritize and remediate risk. Our Risk Management professionals work directly with Consumer Banking, Business Banking, Auto/Student Loan, Card and Commerce Services, Chase Wealth Management and Mortgage Banking to minimize, monitor and control the probability of risk events and mitigate the impact of risk events that do occur. In this role, you will be a key contributor in a wide variety of business initiatives to develop best-in- class risk capabilities. • You will conduct risk-based analytical work to drive profitable decisions and support risk strategies across various CCB sub line of businesses • You will work on large datasets of customers to analyze & identify patterns/ customer behavior to help drive accurate business decisions that leads to bottom line benefit for the firm • Ability to make policy change decision, for some of the largest portfolios in the world, and work with several stakeholders to bring recommendation to life • Work with & learn advanced software/tools to manipulate large volume of data • 360 degree contribution & learning, beginning with ideation, followed by analysis, approvals implementation – providing exposure to every facet of credit risk management In this role, you will gain knowledge of risk management, controls and infrastructure, as well as develop a solid understand of risk analysis and how it evolves and impacts the business. Project domain Finance/Risk Analytics Skills: Analytics + Communication + Economics Sincere, team spirit and innovative Maths/Eco/Stats/Finance
","PROJECT-1: -
","PROJECT-1: -
",
"4847","JPMS GR&C Credit Risk – Counterparty Credit Infrastructure & Capital(Mumbai)","Finance and Mgmt","75000","Mumbai","B3, B4,","PROJECT-1: • Build up subject matter expertize in and support one or more of the following areas of CCIC work: o Infrastructure & Stress – Ongoing quality assurance and explains/analysis of Gauss exposure results and transaction pricing accuracy; Peak/SRE exposure methodology and implementation; explain/analysis and UAT go-live testing for stress testing, contingent risk, and wrong way risk; CCAR stress production o International Capital – validation/explains of Pillar 1 IMM capital calculations (EEPE); managing the Gauss runs for Pillar 2 and stressed capital; support for SA-CCR internationally (ex US); general capital support for JPM PLC and JPM AG o Data Governance – work closely with the local CCIC and Credit teams and the global CCIC data governance leads to assist in addressing data quality aspects relevant to counterparty risk o BAU Controls – manage control functions for derivatives, securities and F&O products in Credit Risk Infrastructure, including mispricing, fail trades, radar roll back etc. • Communicate effectively to multiple levels of management and various stakeholders in Credit Risk, Gauss, Credit Risk Technology, QR and Operations on control gaps, projects, automation of existing processes, issue resolutions etc • Close interaction and partnership with other areas of Credit Risk, both in primary locations and locally – Credit Analysts/Officers, Collateral Risk/SIMM team, CRSM etc. Project domain Finance Skills: Good quant (stats) skills, number crunching, python coding is a plus and basic knowledge of finance. Good written and verbal communication Sincere, team spirit and innovative Eco/Finance
","PROJECT-1: -
","PROJECT-1: -
",
"4839","JPMS GR&C Quantitative Research – Fintech(Mumbai)","Finance and Mgmt","100000","Mumbai","A3, A7, A8, AA,","PROJECT-1: The Quantitative Research (QR) team of the Corporate & Investment Bank is an expert quantitative modeling group in J.P. Morgan, a worldwide leader in financial engineering, statistical modeling, and portfolio management. With more than 700 researchers worldwide, QR partners with traders, marketers, and risk managers across the globe. The QR team in Mumbai was established in 2015 and has grown since to provide quantitative finance support to various markets businesses includes Equities, Fixed Income, Spread, Commodities, Counterparty Credit and Wholesale Credit. You’ll make an impact by • Guiding models through the entire development lifecycle, including preparing high-quality documentation and driving the models through the internal model review & approval process • Analyzing as well as developing mathematical models for systematic quantitative trading strategies, for example Electronic Trading Algorithms, Index Arbitrage, Statistical Arbitrage, portfolio optimization, flow recommendation research, IOI and Market Making • Rapid prototyping & deployment of business intelligence tools for use by traders • Market microstructure research, back-testing and reporting frameworks for market-making and quoting strategies • Full-range of programming tasks (in C++ and Python) – problem analysis, solution determination, code design and development, integration, test, modification and documentation Project domain Technology Skills: The candidates must know at least one object-oriented language (preferably Python) and must be willing to code. • The candidate must be interested towards Mathematics (Linear Algebra, Probability and Statistics). • The candidate must be willing to solve problems in the financial domain, so must be willing to learn Finance as per the needs of the project. • The candidate must be willing to take up any kind of project that QR offers, be it Technical Infrastructure projects or Modelling projects. • The candidate need not need to have a minor in Finance (although it is a plus if they have it), but a minor in Data Science or Machine Learning would be better suited for this role • The candidate must pay special attention in learning through the key topics mentioned in the table below even if it is not taught in the course prior to joining QR division. • The candidate must secure the minimum grade for each subject mentioned below along with the overall CGPA threshold mentioned in the first point
","PROJECT-1: -
","PROJECT-1: -
",
"4846","JPMS GR&C WCS - Credit Portfolio Analytics(Mumbai)","Finance and Mgmt","75000","Mumbai","A3, A7, A8, AA, B3, B4,","PROJECT-1: • Primary responsibility of this role is to deliver data driven insights into the credit risk organization using business intelligence tools and big data infrastructure • Process both internal and external datasets using SQL and Python for analytics use cases • Utilize visualization tools such as Tableau, and prepare presentation materials for various stakeholders including senior management • Apply new and emerging analytical methods on real world data for the purposes of building solutions with a direct impact on the business line • Engage with stakeholders within credit organization to identify where data can inform / automate decision making • Assist with periodic updates to grading template updates and other reporting owned by the team Project domain Finance Skills: Good quant (stats) skills, number crunching, python coding is a plus and basic knowledge of finance. Good written and verbal communication • Experience and knowledge to write SQL and Python code for data analysis on large datasets is prerequisite - scripting, numpy, scipy, matplotlib, scikit-learn, jupyter notebooks is recommended • Experience in data analysis and dealing with large quantities of data • Prior experience with Excel and VBA • Experience in visualization tools like Tableau • Experience with machine learning algorithms, such as neural networks/deep learning, SVM, Random Forest, linear regression, etc. Sincere, team spirit and interest in research • Eagerness to learn about credit risk, risk parameters, stress testing and loss forecasting It would be helpful if they are pursuing CFA/FRM etc.
","PROJECT-1: -
","PROJECT-1: -
",
"4838","JPMS GR&C Wealth Management – Data Science – Credit Risk(Mumbai)","Finance and Mgmt","100000","Mumbai","A3, A7, A8, AA,","PROJECT-1: This role will be part of the Innovation Team that has been tasked to develop value added risk analytics solutions through the deployment of advanced analytical frameworks and Machine Learning algorithms on top of the firm’s big data resources. In particular, the role will focus on leveraging data to enhance the current End-to-End credit risk process across Wealth Management credit. Responsibilities Include but not limited to: • Analyze structured/unstructured data from internal and external data sources to drive actionable insights in credit risk. • Develop and implement machine learning models to deliver risk monitoring capabilities and improve productivity within credit risk processes. • Perform ad-hoc exploratory analysis and data mining tasks on diverse datasets from small scale to “big data”. • Develop data visualization and summarization techniques to convey key findings in dashboards and presentations to senior management. • Code your solutions (this is a hands-on position requiring strong programming skills on Day-1). Project domain Technology/Data Science Skills: Computer Programming, Software Engineering, Machine Learning & Databases. Good written and verbal communication Python is a must. Sincere, team spirit and innovative Python Machine Learning Artificial Intelligence Data Mining Neural Networks and Fuzzy Logic Course requirements: Data Structures & Algo : A-/A Data Base Systems – A-/A Object Oriented Programming – B/A-/A Design and Analysis of Algorithms – B/A-/A background with experience in Python Python (must) and R (optional) Programming knowledge expected
","PROJECT-1: -
","PROJECT-1: -
",
"4890","Jupiter(Mumbai)","IT","50000","Mumbai","A3, A4, A7,","PROJECT-1: With young salaried users in Jupiter’s target group, Jupiter wants to offer credit to them, when required, to support their financial needs and spending cycles. We, as part of the Jupiter Credit team, have two principles when it comes to Lending products - Lend Responsibly and Transparency. Within those guiding principles, we are looking to roll-out innovative and engaging credit products in the market. We believe our Lending product would be first of its kind in the Indian market where we make credit a delightful financial instrument and break the conventional burden of Loans We are looking for smart professionals who can be part of this journey with us, and help build super flexible, yet powerful Credit system This role is a part of the engineering team that will build and manages the core infrastructure for lending Project domain Engineering, Microservices, Databases
PROJECT-2: Title Fraudulent Transaction Detection Brief Description Banks process millions of transactions each day through different channels. Given the data containing past transactions which includes both fraud and non-fraud transactions, we need to build an anomaly detection system that is able to predict whether a future transaction is fraud or not. Project Domain ML, Statistics Discipline Specialization CS, EEE, ENI, Mech, MSc Mathematics, MSc Economics, MSc Physics Skill set requirement Python coding skills, Problem solving, Probability & Statistics, Basic knowledge of ML Title Jupiter Chatbot Brief Description In order to provide a seamless customer support experience to our users, we are building a chatbot for interacting with customers and solving their issues. The backend of the chatbot consists of a number of ML models that work on text data such as Named Entity Recognition, Intent Classification, Response Selection, etc (NLP). This gives us an opportunity to explore various methods and combinations for our backend pipeline to build a robust and effective chatbot system. Evaluating and improving a chatbot system is another critical and open research problem that requires a sophisticated solution. Hence, there’s a huge amount of learning involved in this project for an ML/NLP enthusiast. Project Domain ML, NLP, Conversational AI Discipline Specialization CS, EEE, ENI, MSc Mathematics + CS Skill set requirement Python coding, problem solving, basics of ML, basics of NLP (good to have), Probability and statistics Title Graph based Information Retrieval Brief Description Jupiter provides a search based feature on its app. Currently, we are exploring several search ranking approaches to complement our existing relevance based ranking system. Given the nature of our problem, a graph based ranking method can be instrumental in bridging the gap between efficient response retrieval and huge demand of data for supervised ranking methods. Given the data corresponding the whole search cycle, we’d like to build a graph based ranking system. We’re open to explore other relevant techniques as well. Project Domain ML, Information Retrieval, Graphs and Networks Discipline Specialization CS, EEE, MSc Mathematics + CS Skillset requirement Probability & Statistics, Graph Theory, Python coding, Basics of ML Title Investment Portfolio Optimization Brief Description Stock markets are subject to risks and hence for a user to trust a bank/investment organization with their money highly depends on how well their portfolio optimization system works. The problem can be simplified as given the data about the stock market trends and prices of different stock options available, we would like to build an efficient system that manages the investment portfolios for our customers by minimizing risk and maximizing the expected return on investment. Project Domain ML, Optimization, Operations Research, Quantitative Finance Discipline Specialization CS, EEE, ENI, MSc Mathematics, MSc Economics, MSc Tech Finance Skillset requirement Problem Solving, Probability & Statistics, Optimization, Mathematics, Python coding
PROJECT-3: Brief Description At Jupiter, we&apos;re building radical new banking that lives on your smartphone. Jupiter helps you save, borrow, invest, and manage your money all in one place. The project involves building products that enable early jobbers to save automatically and invest with confidence. Traditionally, saving & investment products from FD/RDs to mutual funds and stocks, have been sold &Double;product-first&Double; without sufficient consideration to user needs & aspirations. Jupiter is seeking to re-imagine the experience, building it &Double;customer-first&Double; by aligning it closely to the user&apos;s goals, and then help achieve them by doing the heavy-lifting on their behalf (be the Jarvis to Iron man!) This role is for the backend engineering team that will build the infrastructure for the investment product. Project Domain Engineering, Microservices, Databases Discipline Specialization CS, EEE, Mech Skillset requirement Problem-solving, ability to design multi-system engineering services, familiarity with Kotlin (any JVM-based) server-side programming language, Postgres, Redis, Kafka, Kubernetes
PROJECT-4: Title Platform tools at Jupiter Brief Description At Jupiter, we strive to reimagine all of the banking functions: right from how you save money, to how to optimize your spending, to how can you grown your money. In order to reimagine these functions, our engineering teams build various banking solutions ground up using the latest technologies. The role of the platform team is to build tools, services that enable our engineering teams to develop these solutions efficiently and with more agility. These involve things like maintaining our Kubernetes and Istio cluster, to building a centralised authentication and authorisation libraries, to building libraries that auto-generate a new microservice code, etc. This project will give you exposure to platform-thinking. It will allow you to work on the latest technologies and build libraries/tools that the Jupiter engineering team will consume to build their applications. Project Domain Infrastructure, Engineering Discipline Specialization CS, EEE, Mech Skillset requirement Problem-solving, ability to design multi-system engineering services, Kubernetes, Istio, Ambassador, Prometheus
PROJECT-5: Title Anomaly detection algorithms for data lake Brief Description Data lake handles terabytes of data, and it is important to catch any anomaly or outliers in the incoming data points in order to maintain the correctness of data and the impact on downstream systems. This project includes exploring such algorithms, both ML and statistical, running it at scale on production data lake and engineering a sophisticated model training pipeline. Project Domain Big data, ML, Anomaly detection Discipline Specialization CS, MSc Mathematics + CS Skill set requirement Probability & Statistics, Knowledge about Big Data Systems, Coding in Scala/Java
PROJECT-6: Brief Description Different kinds of data sit in various databases which are then queried by data analysts and data scientists to create some more complex and derivative data in the data lake. If any other user wants to use that data, he/she&apos;ll either go through different datasets to map which columns are coming from which dataset or just email a data engineer. To avoid this scenario, we want to create a data lineage solution that maps out the journey of a dataset - how it&apos;s being used in other derivative datasets. This solution will also offer auto discovery so that all the intermediate data that is produced by different data pipelines is populated the lineage graph. Project Domain Big data, Data Platform Discipline Specialization CS Skill set requirement Coding in Scala/Java
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
PROJECT-6: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
PROJECT-6: -
",
"4255","Kerala Infrastructure and Technogy for Education(Trivandrum)","Others","25000","Trivandrum","A7,","PROJECT-1: Python, Java , HTML5 Artificial Intelligence, Augmented Reality, Server Application Circuit branches with skillset and courses mentioned
","PROJECT-1: -
","PROJECT-1: -
",
"3251","Kristal.AI(Bangalore)","IT","50000","Bangalore","A3, A7, A8,","PROJECT-1: Kristal.AI is looking for superstar Backend Developer to scale our AI based Wealth Management solution to millions of users. You will play a leading role in architecting our platform and provide world class user experience. If you are a master in Java / J2EE / Spring, we would like to meet u. Responsibility: 1. Technical ownership of multiple modules of the platform 2. Determine technical direction, system design, implementation and Devops. 3. Accountable for system quality, security, performance, maintainability & extensibility 4. Mentoring junior team members Critical Skills : 1. Java / J2EE, Spring, PostGreSQL 2. Nginx, Tomcat 3. Developing REST webservices Desired Skills : 1. Experience in open source technologies like Memcache, Redis, Kafka 2. Exposure to building & managing applications in Amazon Webservices (AWS) 3. Experience in security, scalability & performance aspects of solution
","PROJECT-1: -
","PROJECT-1: -
",
"3742","Linarc India Pvt. Ltd.(Chennai)","Infrastructure","20000","Chennai","A7,","PROJECT-1: Collaborative project management platform Project domain: Construction Management Skills: Javascript, Python, or iOS/Android, Algorithms, advanced programming skills Able to work with teams, work ethics, quick learner Data Structures, Mobile architecture, graph theory, Services architecture, if any • Microservices • Vue frameworks, HTML/CSS • Component design • MVVM & MVM UI models • Firebase/Mongo DB • Application & Database performance • GIT, YouTrack
PROJECT-2: Development of Construction management applications.
","PROJECT-1: -
PROJECT-2: Javascript , Programming and coding skills , Python
","PROJECT-1: -
PROJECT-2: DATA STRUCTURES & ALGO(-) , GRAPHS AND NETWORKS(-)
",
"4821","LOGIQ LABS Pvt Ltd ( eShipz.com )(Bangalore)","IT","20000","Bangalore","A3, A7,","PROJECT-1: Predictive Analytics for Logistics Delivery Experience Project domain : Analytics in Logistics Skills: Proficient in Python Programming & Basics of AI / ML concepts, Proficient with Data Structures & Algorithms, Understanding of Web Development & Good Problem-Solving Skills
","PROJECT-1: -
","PROJECT-1: -
",
"3339","Lowe Services India Pvt.Ltd(Bangalore)","Finance and Mgmt","40250","Bangalore","Any","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
",
"3895","Maritime Research Centre(Pune)","Mechanical","","Pune","A3, A4, A7, AA,","PROJECT-1: Naval Project - Research
","PROJECT-1: -
","PROJECT-1: -
",
"4217","MBB Labs Pvt. Ltd.(Bangalore)","IT","35000","Bangalore","A1, A2, A3, A4, A7, A8, AA, AB,","PROJECT-1: The student will be working as a team member in any one of the various Scrum Teams, and writing code to build software products that will be deployed in Maybank Group Domain: Banking software development Students should be keen to build a career as a Software Engineer Developing original algorithms, logic and code to ensure that it withstands any test ? Understanding of the difference between creating a product and working on a turn-key project, and write code accordingly Skills: Knowledge of Java/ Unix/ Oracle will be an advantage Integrity Team work Good communication
","PROJECT-1: -
","PROJECT-1: -
",
"3964","Micron Technology India Operations(Hyderabad)","Electronics","","Hyderabad","A3, A7, A8, AA,","PROJECT-1: Design and Testing of Memory and storage systems. Need Electrical/ECE/CS/ group students. First Degree/M.Sc (EEE/ECE/CS)
","PROJECT-1: -
","PROJECT-1: -
",
"4891","Mobileum(Bangalore)","IT","30000","Bangalore","A7,","PROJECT-1: Experience of working on B2B analytics telecom products on AI based platform that caters to end-to-end telecom solutions for service providers globally. Project domain Telecom Skills: Pyspark, Python, Data Science Good communication and listening skills Courses taken on Data Science, Data Structure, Data Mining, Machine Learning are good to have Learning on Big Data, Data Science, Software development
","PROJECT-1: -
","PROJECT-1: -
",
"4872","Molde Analytics India Pvt. Ltd.(Hyderabad)","IT","35000","Hyderabad","A7,","PROJECT-1: This is a new initiative by Petter Rudi (former soccer player in English Premier League), Taylor Randall (dean of the Business School of University of Utah), and Nils Rudi (Professor at Yale University and serial entrepreneur). The goal of the project is to develop a solution which allows for generation of custom animations based on a configuration provided by the user (in the form of a CSV, JSON, etc.), which are playable in a mobile app or website. Project domain Sports, soccer, software development, animations Skills: Good programming skills, Experience working with animations and animation software like Adobe After Effects, Lottie. Good communication skills, creative, problem-solving capability, interest in working with animations. Computer Graphics Student will need to make use of their own computer for working on the project when working from home. If the student is located at Hyderabad, we can provide a computer for the duration of the internship, which the student can collect from our office, and return at the end of the internship.
","PROJECT-1: -
","PROJECT-1: -
",
"518","Morgan Stanley Advantage Services(Mumbai)","IT","80000","Mumbai","Any A3 , Any A7 , Any A8 , Any AA , Any B4 , A3, A7, A8, AA, B3, B4, B5,","PROJECT-1: – Regulatory requirement to introduce back-testing of co-relation between asset classes. – Research and define synthetic risk factors best suited to isolate and capture the impact of correlation – Develop prototypes and define the back-testing criteria – Get the methodology approved by MRM – Strong Programming skills in any of the one (C/C++/Java/R/Python) – Strong Mathematical skills/Quantitative aptitude. – Excellent communication skills – Candidates with theoretical Knowledge/background of financial Products/derivatives will be preferred. Candidates should apply only if they have some theoretical background in financial products/ derivatives, good programming skills (any language) and good mathematical/ Problem solving skills
PROJECT-2: – Optimization of existing calibration of Corporate Credit VaR Modes. – Implement and document the calibration models on Python incorporating best coding practices. – Delivering a robust and maintenance friendly codebase. – Develop an auto-scheduler for data downloading/pre-processing and model calibration – Strong Programming skills in any of the one (C/C++/Java/R/Python) – Strong Mathematical skills/Quantitative aptitude. – Excellent communication skills – Candidates with theoretical Knowledge/background of financial Products/derivatives will be preferred. Any other requirements Candidates should apply only if they have some theoretical background in financial products/ derivatives, good programming skills (any language) and good mathematical/ Problem solving skills
PROJECT-3: – Quarterly monitoring of internal credit risk rating models complying with US & UK regulators. – Analyse/benchmark the results against pre-defined standards and highlight issues/gaps. – Work closely with stakeholders (model developers, auditors, model risk management group, credit) to improve the monitoring framework. – Optimize/Automate the monitoring reports and processes using R/Python/Matlab – Strong Programming skills in any of the one (C/C++/Java/R/Python) – Strong Mathematical skills/Quantitative aptitude. – Excellent communication skills – Candidates with theoretical Knowledge/background of financial Products/derivatives will be preferred. Candidates should apply only if they have some theoretical background in financial products/ derivatives, good programming skills (any language) and good mathematical/ Problem solving skills
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"3838","Morning Star - Index Management and Analytics(Mumbai)","Finance and Mgmt","40000","Mumbai","A1, A2, A3, A4, A5, A7, A8, AA, AB, B3,","PROJECT-1: The primary function of Index Management and Analytics (IMA) team is to maintain the Morningstar Indexes across asset classes, periodic methodology enhancements and provide research & analytics for the client support. It provides enough opportunity for the students to understand the real world investment and portfolio management concepts. They will be working on the following 1. Provide support in maintaining eligible equity universe and reference data module for the reconstitution of the global index series 2. Support ongoing reconstitution of Morningstar indexes in an accurate and timely manner 3. Handle client request and queries related to existing index products 4. Provide ideas on process enhancements and automation Project domain Index Management & Index Calculation Skills: Python, SQL 1)Keen interest in Finance 2)Aptitude for programming 3)Exceptional communication skills 1)Security and Portfolio Analysis None 1) Portfolio Management Concepts 2) Programming in python and SQL 3) Data Analysis
","PROJECT-1: -
","PROJECT-1: -
",
"4862","Morningstar - Index data calculation(Mumbai)","Finance and Mgmt","40000","Mumbai","A7,","PROJECT-1: Morningstar Indexes Technology team provides solutions to Indexes Business Team. This team develop new enterprise applications from strategic roadmap as well as support and enhance existing applications. This team responsible for complete DevOps. And leverages different technologies like SQL, Java, C#, AWS Cloud technologies, Python, Kafka and Angular JS etc. In Index data calculation project, we are calculating various data sets like Total Return Index, Momentum, Monthly Median Dollar traded value, Max Drawdown etc. which will be use by Index business team for new Index construction and maintenance Project domain Financial services – Index domain Skills: Java, Python, SQL, Programming skills Good analytical and logical reasoning Interested to work in Technology team 1. DevOps Processes 2. Application and Database Programming, 3. Quality Assurance 4. Cloud capabilities 5. Domain knowledge
","PROJECT-1: -
","PROJECT-1: -
",
"4855","Morningstar - Indexes - Data and Content(Navi mumbai)","Finance and Mgmt","40000","Navi mumbai","A1, A2, A3, A4, A7, A8, AA, AB,","PROJECT-1: • Coordinate client support for new data requests across various channels including liaising with multiple stakeholders. • Request ticker creation and set up Morningstar indexes on third party platforms like Bloomberg, etc. • Generate historical content with accurate reference data and disseminate onto FTP accounts. • Provide support for third parties to onboard the index on their platforms with details like index rulebook, file format, frequency, holiday calendar and historical data. • Work with internal developers to set-up ongoing delivery and collaborate with support team for daily file monitoring. • Oversee queries related to missing data, data accuracy or set-up delivery for new data-points across Morningstar products. Project domain Implementation Support Skills: Python/SQL Keen attention to detail and strong writing and interpersonal skills. Basic level understanding of SQL and Python None • Change and Implementation Management • Data Analysis • Co-ordination with Global Teams
","PROJECT-1: -
","PROJECT-1: -
",
"4861","Morningstar - Indexes Product and Sales Operations (IPSO)(Mumbai)","Finance and Mgmt","40000","Mumbai","Any","PROJECT-1: Morningstar Indexes Product and Sales operation (IPSO) team is very uniquely placed between the product management, sales and operations and client services group within Morningstar Indexes and provides a unique opportunity for BITS interns to witness practical experience dealing with internal and external clients and groom oneself as a through professional during the 6 months of internship. The interns will be responsible for : • Satisfactorily responding to client and sales related queries with quick turnaround time • Enable sales team with presentations, marketing collaterals, data, research & analytics • Coordinate with Product Management, Operations and prospective client to launch and operationalize Morningstar Indexes • Work with Robotic Process Automation team within Morningstar to automate manual tasks and further streamline the process. • Create self-help modules/templates on Morningstar Direct to equip sales team to quickly respond to general data related queries on their own. Project domain Product and Business Analysis Skills: Good with PPTs and excel and someone who is willing to learn depending on the job requirement Attention to details; Excellent communication skills both oral and written; Self-motivated and team spirited; strong work ethic required to deliver on the strict standards set by the team Preferably a Minor in Finance but not necessary Technical Skills • Advance Excel/VBA • SQL (not mandatory) Non-technical Skills • Project Management • Data Analysis • Communication Skills • Time Management • Ability to work under pressure
","PROJECT-1: -
","PROJECT-1: -
",
"4851","MSCI - Application of Data Science in Investment Management (Mumbai)","Finance and Mgmt","60000","Mumbai","A7, B4, C7,","PROJECT-1: Developing and testing Machine learning based investment tools/ideas Project domain Equity and Fixed Income Skills: Python Programming, Statistics, Quant Finance, Use of debugging and version control tools Sincere, team spirit and interest in research Excellent communication skills Interest in learning ML, AI Python Programming
","PROJECT-1: -
","PROJECT-1: -
",
"525","MSCI Index and Research(Mumbai)","Finance and Mgmt","60000","Mumbai","A7, C7,","PROJECT-1: Constructing, maintaining and enhancing MSCI suite of Factor, ESG, Thematic and Capped Indexes Project domain Equity and Fixed Income Indexes Experience in programming & understanding of financial markets (i) : Sincere, team spirit and interest in research Excellent communication skills Analytical mind, math skills Interest in learning financial concepts, programming
","PROJECT-1: -
","PROJECT-1: -
",
"4880","My Smart Price - Non Tech(Hyderabad)","Finance and Mgmt","22000","Hyderabad","Any","PROJECT-1: APM Interns are expected to own, ship & run features at rocket speed. We are building an Education based product from scratch. It’s a 2 way platform where we will be designing flows for both tutors and children. It’s a fast-paced, high- adrenaline role, with plenty to learn while building. Usual responsibilities will be to: i. Come up with features based on user interviews and market research. ii. Create, test and validate hypotheses. iii. Come up with PRDs and wireframes to lead the features proposed with complete ownership. iv. To balance multiple projects, deadlines, and responsibilities at the same time v. Measuring feedback from both stakeholders and improving the user experience as we go. If you enjoy crunching numbers, are never satisfied with the products around you, and would relish a new challenge every day, there is a lot to learn from this role. Project domain Product Expected learning (in bullet points) i. Developing a strong analytical skills, and an ability to tease out actionable insights from data, are a given. ii. Gain experience running web/mobile consumer products. iii. How to coordinate amongst multiple teams. iv. People Management
","PROJECT-1: -
","PROJECT-1: -
",
"529","My smart price - Tech(Hyderabad)","Others","22000","Hyderabad","Any","PROJECT-1: Intern Software Development Engineer (SDE) - We are building an Education based product from scratch. It’s a 2 way platform where we will be developing flows for both tutors and children. i. SDE interns are expected to work on high-quality multiple consumer and stakeholder applications. ii. Ideate and develop flows which will be direct touchpoints for consumers and users iii. Creating feedback-led improvement loops iv. Automating various product processes for scalability and efficiency. As a member of this team, you’ll collaborate closely with Product Owners, Designers and Engineers to create innovative solutions for our customers. & you’ll play an important role in product development from concept to launch Project domain Software Development Skills: PHP/ Python/ Java, MySQL. Frontend frameworks are added advantages. Expected learning (in bullet points) i. Learn to understand technical specifications and translate the same into reusable, maintainable and executable codes within specified timelines and parameters of quality. ii. development of robust, scalable, extensible software applications used by millions of users.
","PROJECT-1: -
","PROJECT-1: -
",
