StationId,Name,Domain,Stipend,Location,Branches,Project Description,Reqd Skill Sets, Reqd Electives
3929,JPMS (Technology-IT) GR&C Model Risk Governance and Review - Risk Strategy & Execution(Mumbai),Finance and Mgmt,75000,Mumbai,A3 A7 A8 AA C6,"The project assignment role is within the Risk Strategy & Execution vertical of MRGR in Mumbai office. The team work on Firmwide model risk management initiatives (e.g. Firmwide Model Risk Pipeline, Model Risk Data Analytics, and Enterprise Technology) and drive transformational change across the Model Risk Governance & Review organization through improving operational efficiency and effectiveness and technology enhancements to support executive decision making and regulatory mandates. The role is visible to senior management and offers the opportunity to work across all of JPMorgan Chase’s business lines. To be successful in the role, the incumbent must plan, design, and successfully execute solutions that impact the business and deliver results though implementing risk management strategy and building operating model capabilities, while building strong relationships within and outside the Model Risk Governance & Review organization. The successful candidate will be an entrepreneurial thinker, team player, results driven and self-managing with strong attention to detail. Skills: • Programming: Ability to write clean and efficient code in python • Strong written and verbal communication skills. • Strong Quantitative and Analytical Skills: Good knowledge in probability theory, statistics and numerical analysis. Highly analytical bent of mind Sincere, team spirit and flair for independent research & problem solving","-","-"
4022,JPMS - GR&C Commercial Banking Risk (Bangalore),Finance and Mgmt,50000,Bangalore,H149,"The Commercial Banking - Credit Analysis is part of the Credit Risk function for the Commercial Bank (CB) at J.P. Morgan. We work closely with the in-country Bankers and Credit Executives and provides them with in-depth credit risk analysis of clients; as well as recommendations on risk grades. As an Analyst, responsibilities include: • Preparing credit risk analysis reports of clients, including in-depth financial analysis, business analysis and industry analysis; and making recommendations on credit facilities and internal credit ratings • Developing strong working knowledge of allocated sectors and tracking sector/client developments on an on-going basis • On-going credit related interaction with Bankers and Credit Executives • Tracking credits and updating Bankers on key changes/developments in their industries and clients You’ll make an impact by • Developing deep market, company and product knowledge across industries • Innovating new processes, approaches, models and products • Collaborating in a team environment, contributing to the overall goals of the firm • Fostering good relationships with colleagues globally • Clearly communicating in written and oral forms including presentations and models • Building your network across the firm including peers, mentors and senior executives Good quant skills, number crunching, and basic knowledge of finance. Good written and verbal communication Sincere, team spirit and interest in research; It would be helpful if they are pursuing CFA/FRM etc.","-","-"
4023,JPMS - GR&C Credit Risk – Counterparty Credit Infrastructure & Capital(Mumbai),Finance and Mgmt,75000,Mumbai,Any B3 Any B4,"• Build up subject matter expertize in and support one or more of the following areas of CCIC work: o Infrastructure & Stress – Ongoing quality assurance and explains/analysis of Gauss exposure results and transaction pricing accuracy; Peak/SRE exposure methodology and implementation; explain/analysis and UAT go-live testing for stress testing, contingent risk, and wrong way risk; CCAR stress production o International Capital – validation/explains of Pillar 1 IMM capital calculations (EEPE); managing the Gauss runs for Pillar 2 and stressed capital; support for SA-CCR internationally (ex US); general capital support for JPM PLC and JPM AG o Data Governance – work closely with the local CCIC and Credit teams and the global CCIC data governance leads to assist in addressing data quality aspects relevant to counterparty risk o BAU Controls – manage control functions for derivatives, securities and F&O products in Credit Risk Infrastructure, including mispricing, fail trades, radar roll back etc. • Communicate effectively to multiple levels of management and various stakeholders in Credit Risk, Gauss, Credit Risk Technology, QR and Operations on control gaps, projects, automation of existing processes, issue resolutions etc • Close interaction and partnership with other areas of Credit Risk, both in primary locations and locally – Credit Analysts/Officers, Collateral Risk/SIMM team, CRSM etc. Good quant (stats) skills, number crunching, python coding is a plus and basic knowledge of finance. Good written and verbal communication","-","-"
3958,Jubilant FoodWorks Ltd.(Noida),Finance and Mgmt,25000,Noida,H149,"It will be in line with the functional areas defined as above. Will be identified closer to the start date. Functional areas-Digital (B2C engineering, product domain), Analytics & Insights/A&I (Org insights, Data Engineering), Marketing (Brand, Pricing Optimization, Digi Mktg, CRM etc.), New Business Unit (JFL’s foray into other FMCG categories/product lines), Operations (Restaurant running organization for Dominos-Store ops, region ops, other region functions) Skills: Graduation in Engineering/Commerce and currently pursuing PG Eager to learn, passionate and be able to find his way across the organization • About organization & industry • Functional on the job knowledge • Application of theory in real life context","-","-"
3392,Juniper Networks(Bangalore),Electronics,,Bangalore,,"","",""
3552,JW Consultants(Pune),Infrastructure,,Pune,,"","",""
3962,Keysight Technologies International India Pvt. Ltd.(Gurgaon),Finance and Mgmt,40000,Gurgaon,A7 AA,"All 3 projects include detail understanding of communication systems, High speed digital technology and commercial wireless communications like LTE and 5G. During the project, intern will have to understand the entire design and test life cycle of products in stated technology domain including hardware and software components, modules and systems. They have to identify critical test areas in these domains, perform tests, automate test with Keysight PathWave software. The interns will also be responsible for test optimization for time. They will also be responsible for test finger printing using data analytics. Skills: Sound hardware and software engineering knowledge is necessary to work as intern in company like Keysight. Keysight works on technologies that are currently developed and not readily available. So candidate has to be strong with good mathematical and scientific knowledge to understand technology to its core.Project requires teamwork and customer connect. Strong written and verbal communication is absolute must. Candidate should also have strong presentation skills. Due to nature of project being extremely technology intensive and covering entire ecosystem. Student must have taken Communications, High Speed Digital and Software Courses It is desirable to have good of Global industrial segment like Communications, Semiconductor, Aerospace and Defense. Student will clearly understand intricacies of high speed design, testing and industrial grade software with high level of optimization and reliability.","-","-"
3603,Kizora Software Pvt. Ltd.(Nagpur),IT,20000,Nagpur,A3 A7,"-","-","-"
3341,Knorr-Bremse Technology Center India Private Limited(Pune),IT,15000,Pune,Any,"We are currently working on a legacy project which is based on C++. The tool provides interfaces and libraries to access vehicle logged data for sensors. The project involves building custom APIs to support various requirements to automate analysis of various signals which would be of interest regarding ADAS, Vehicle dynamics, Safety. The candidate would need to apply his knowledge in these core areas to come up with interesting ways to visualize/replay the measurements. The result shall be an easy query tool which would assist decision making for building next generation ADAS systems. Skills: -Experience in working with Visual studio as development environment. -Have hands on knowledge on C/C++ programming -Good understanding of object-oriented programing concepts. -Good understanding on automotive measurement systems and communication protocols like CAN etc. -Excellent communication in all forms (spoken, written, presentation). -Able to distil information to stakeholders as needed. - Motivated and self-starter to work on complex tasks. -Ability to use variety of development tools to realize solutions to open problems. -Flexible to adapt to requirements of a product development team. C++","-","-"
3963,Kochar Infotech Ltd. (Digital Marketing)(Gurgaon),Finance and Mgmt,15000,Gurgaon,H149,"At Knowmax we develop exciting modules and components in our platform which our users love in achieving their Customer Experience and Digital Transformation Goals. At Knowmax you’ll get a deep understanding of Product Marketing, Product Management, Lead & Demand Generation, Technical Aspects of Product and mainly a bird eye perspective of the global SaaS Market and how India is contributing in the same. We’re a lean team of a massive organization with the aim to do more with less. With solutions deployed in over 20 countries, you’ll be responsible for creating, distributing and marketing eye catchy yet informative collaterals and marketing communications for Global CEOs, CIOs, CTOs and Customer Experience Heads. You’ll get to know the psyche and understand the buying behavior and patterns of the global personas. We give you a budget to execute the ideas and campaigns that you’ve conceptualized which is a rare find (not because of the budget, but we give you an open access to global leaders worldwide). Skills: Basics of SEO and content marketing will a plus point, Just a basic knowledge on digital marketing 1. Product Marketing 2. Buying behavior 3. Demand Generation 4. Product Management 5. Understanding of Global SaaS market 6. Digital Marketing including SEO Practices and Content marketing. 7. Paid Advertising on Google 8. Paid Advertising on Social including LinkedIn and FB ads","-","-"
3873,Kochar Tech(Gurgaon),IT,22000,Gurgaon,Any A3 Any A4 Any A7 Any A8 Any AA A3 A4 A7 A8 AA H103 H112 H313,"Using Computer vision to detect people and objects in a given area","Deep Learning , Machine learning , Machine Learning, Artificial Intelligence , Machine Learning, Deep Learning , Python , Python, R , R , Problem Solver, Self-starter , Ability to follow instructions , Ability to learn fast , ability to learn, adapt and deliver , Ability to think and analyze situations logically , Attention to details","-"
4019,KocharTech - Business Unit(Gurgaon),Finance and Mgmt,15000,Gurgaon,H149,"Maxicus stands for Maximizing Customer Experience. For last 10 years, KocharTech has continuously innovated to remain relevant in the business. And once again, we are in the process of re-defining the way we add value to the next-gen business. This project is as good as ideating, creating, and running a new company, which means the candidates will understand the nitty-gritties of how large-scale business are built. We’re redefining our offering, expanding into international markets, and creating new technology platforms for Customer Experience Management and next-gen of back office support. The candidates will get high exposure, closely working with the top leadership in the organisation. They would be a part of core 15 people group and would be responsible for creating one of its kinds, India’s first technology platform for Customer Experience (rest details confidential as yet). They will also be involved in business planning for domestic and international business, as well as the research work that would give them the priceless knowledge of how industry leaders think, what are their frustrations, and what solutions work and don’t work for them. Candidates will also get to understand how businesses today are leveraging technology + human power to stay relevant for the Millennials and Gen-Z consumers. They will also get to work in a vibrant and challenging environment that will push them to think finer details of business as well as do more with less, which will actually help them when they join any organisation after passing out from the college. Skills: • Good primary and secondary research skills • Excellent communication skills are a must since it may need the candidates to communicate directly with the client during face to face interviews for research • Must be good at Powerpoint, Word, and Excel • Should be good with handing numbers • Good Interpersonal skills • Problem solving skills • Analytical skills • MBA in International Business is preferred • Learnability • Business Planning • Product Management • Understanding of Global BPM market • Quantitative and Qualitative research • Knowing how the industry’s top thought leadership thinks • How tech + human power is changing the business landscape today • How large-scale businesses are built","-","-"
497,KPMG(Gurgaon),Finance and Mgmt,,Gurgaon,H149,"-","-","-"
3795,Kruzr Mobility Technology Solutions Pvt. Ltd.(Bangalore),IT,25000,Bangalore,Any A7 A7,"Brief Description: Kruzr is a startup building a virtual driving assistant which helps drivers mitigate the risk of road accidents. It helps them reduce distracted driving, over speeding, drowsiness, accident prone zones etc. In doing so, we help motor insurance companies, our clients/partners, become preventive and customer centric. Project domain: 1. Android Engineering Intern: Work with the android team to build our customer facing mobile app. 2. Backend Engineering Intern: Work with the backend and voice computing team to build our infra 3. iOS Engineering Intern: Work with the iOS team to build our iOS customer app 4. Machine Learning Intern: Work with our ML to build and improve our ML algos","App Development , Data structures and algorithms , Database systems , Design Pattern , Fuzzy Logic , Machine Learning, Artificial Intelligence","-"
769,LEA Associates(New delhi),Infrastructure,,New delhi,H143 H144,"Details awaited","-","-"
3433,Lenskart(Bangalore),IT,25000,Bangalore,A3 A7 AA H103 H112,"4 students needed for the below two projects. Students may be allotted to any of the 2 projects mentioned below. Students must be able to learn new technologies fast. Must be fluent in basic Java. 1) Mobile Apps Project: On-Device Face Analysis: Analyse and detect face shape, and other characteristics via an on-device machine learning modelTechnologies /Tools  : Kotlin/Swift, NodeJS, Python, Andriod Studio, Xcode, Jira. 2) Backend Dev Projects: Data pipeline and machine learning: Build new-gen data pipeline that stores collated and processed data in a data lake. Use data lake for building ML models to solve business use casesTechnologies Tools: MongoDB, Cassandra, python, keras/tensorflow, Hadoop/HBase","Java","-"
3434,Lenskart(Faridabad),IT,25000,Faridabad,A3 A7 AA,"From Devops perspective, they would be working on troubleshooting environment issues faced by business and technology team and fix the reoccurring issues by automation in python, Ruby, bash, AWS and Linux. They would also be included in migration of some workload from cloud to another Datacentre. Technologies/Tools : Docker, Kafka, Redis, Python.","-","-"
3742,Linarc India Pvt. Ltd.(Chennai),Infrastructure,25000,Chennai,Any,"Brief Description of project Collaborative project management platform Project domain Construction Management","Android , JavaScript. HTML, CSS , Programming and coding skills , Python","DATA STRUCTURES & ALGO(-) , GRAPHS AND NETWORKS(-)"
3942,Linecraft AI - Operations(Pune),Finance and Mgmt,20000,Pune,A4,"a. Configure the Linecraft product to suit various types of manufacturing lines and assets b. Formulate rules to standardise machinery to streamline data operations. c. Create scalable processes to deploy projects in industry d. Manage projects end-to-end involving global players in manufacturing Skills: - Operations Research - In-depth knowledge of the Industrial IOT space - Deep understanding of Programmable Logic Controllers - Working with Big Data infrastructure - Exposure to industry-grade software engineering - End-to-end product lifecycle management","-","-"
3941,Linecraft AI - Software(Pune),IT,25000,Pune,A7,"a. Develop a software product that optimises manufacturing automation b. Work on projects related to performance engineering, creating big data ETL pipelines, developing backend features and architecting new infrastructure. c. Work on ML problems in the domain of manufacturing d. Contribute to the codebase of a fast growing product Skills: - Python programming, - Algorithms and Data Structures - In-depth knowledge of the Industrial IOT space - Deep understanding of Programmable Logic Controllers - Working with Big Data infrastructure - Exposure to industry-grade software engineering - End-to-end product lifecycle management","-","-"
3339,Lowe’ Services India Pvt. Ltd.(Bangalore),Finance and Mgmt,37000,Bangalore,A5,"The Role: If you’re passionate to work on unstructured business problems that can be solved using data, we would love to talk to you! In this role, you will be working with our global teams to define, understand and solve retail business problems. You will be responsible for ensuring business value, communicating results and making executive presentations! We are looking for someone who is well rounded in their skills and character and we have the in-house capability to make you a retail analytics professional Requirements: 1) An engineering or statistics degree and a flair to solve business problems in an ever-changing environment 2) Self-educating & self-driven to take on varying levels of responsibility and challenging objectives 3) Ability to communicate & prioritize effectively in demanding situations 4) You love numbers and are obsessed about details and can do this with a smile on your face!","-","-"
3956,Loylty Rewardz(Mumbai),IT,30000,Mumbai,A7,"• Data Mining / Exploration • Data Enrichment • Data Visualization • Using classification and regression techniques to improve or create model. • Leveraging NLP techniques for smart classification of products. • Use recommendation algorithms to suggest the most suitable product to a customer Skills: • MS Excel • SQL (Preferred) • Knowledge of any AI/ML tool (like Python/R/Julia) would be given preference • Ability to collaborate in a large team • Quick learner","-","-"
1305,Mahle Beher India Pvt Ltd(Pune),Mechanical,,Pune,,"","",""
3895,Maritime Research Centre(Pune),Mechanical,20000,Pune,A3 A4 A7,"Multi-disciplinary including Signal Processing, Pattern Classification, Underwater Robotics, Data Science, Noise & Vibration Analysis.","-","-"
4069,Mathworks(Mumbai),Electronics,,Mumbai,H140,"-","-","-"
1275,MathWorks India Private Limited(Bangalore),IT,,Bangalore,,"","",""
3482,MathWorks India Pvt. Ltd.(Hyderabad),IT,,Hyderabad,H103 H124,"-","-","-"
4002,Maxim Integrated(Bangalore),Electronics,25000,Bangalore,H123,"-","-","-"
2796,MediaTek Bangalore Pvt. Ltd.(Bangalore),Electronics,,Bangalore,H124,"Project Description : Protocol Stack Host Test Framework Enhancement and Execution Skills : Wireless Communication, C programming, Scripting C programming and Wireless Communication","-","-"
3044,Mentor Graphics(Bangalore),Electronics,,Bangalore,,"","",""
702,Mentor Graphics(Noida),Electronics,30000,Noida,A3 A7,"C/C++, Data structures, Algorithms, Linux, OOPs etc Team player, keen learner, hardworking, result oriented","-","-"
515,Mercedes Benz(Bangalore),Mechanical,25000,Bangalore,A4 H106 H141 H148,"Need students with following skills: FEA - Structural /Dynamics/Aero- Thermal topics, Process automation Scripting, AI/ML topics Exact project title and scope of work will be decided at the station. For Scripting/AI/ML, students need to have basic understanding about AI/ML and good programming skills.","3D CAD Design , Artificial Intelligence , CAD, Manufacturing , CAE tools , CFD , Machine learning , Machine Learning, Artificial Intelligence , Scripting languages","-"
3964,Micron Technology India Operations(Hyderabad),Electronics,50000,Hyderabad,A3 A7 AA H103 H123,"Full-chip functional verification on Micron’s non-volatile memory design projects using System Verilog based methodologies. 1.Run SystemVerilog assertion based directed verification tests 2.Run directed and constrained-random(UVM based) verification tests 3.Collaborate with digital design team to debug test cases and deliver functionally accurate designs 4.You will think through design corner cases and be able to write relevant cover points 5.TestBench Development in SystemVerilog targeting complete functionality coverage 6.Support of design verification methodology improvements 1.You will understand the working of 3D NAND. 2.You will enhance your UVM and verification skillset. 3.Opportunity to Collaborate effectively in a dynamic team environment","-","-"
4083,MM Aqua Technologies Ltd.(Gurgaon),,,Gurgaon,AB H142,"Skills: knowledge on lean/flexible manufacturing","-","-"
1563,Mol De Analytics(Hyderabad),IT,50000,Hyderabad,A7 A8 AA C6,"Project involves coding for Data Analytics and Machine Learning. First Degree Students (CS or EEE with Programming and analytics skills) with minimum CGPA of 7.5","Machine learning","-"
3897,Molecular Connections Pvt. Ltd.(Bangalore),Health Care,15000,Bangalore,H108,"Carrying out various Patent projects • Invalidity Search • Patentability Search • Clearance studies • Innovation Scouting • White Space Analysis • Due Diligence Studies • Business Research & Portfolio Analysis • Patent Ranking & Valuation • IP Landscape Analysis • IP Assessment reports • Patent and Competitive Intelligence studies Multiple – Pharmaceutics, Chemistry, Biotechnology, Mechanical, Electronics Communication skill (for discussion with Inventors, Innovation manager, R&D Heads etc.) • Selected interns will go through 6 months of Patent Search & analytics training in Molecular Connections Bangalore / Coimbatore campus • Interns have the option to choose the campus between Bangalore & Coimbatore • Exposure to various commercial databases in Patent searching • Learning on interpretation of Claimed inventions and commercial products • Basic training on various IPR laws - Patents, Trademarks, Geographical Indications (GI), and Copyright • Advanced Excel training • PowerPoint training on deriving insights and actionable intelligence • Big data analytics for Patent mining Basic technical skills learned throughout the study Communication skill (for discussion with Inventors, Innovation manager, R&D Heads etc.)","-","-"
518,Morgan Stanley Advantage Services(Mumbai),IT,80000,Mumbai,B3,"Work on Risk Models covering various aspects like model assumptions, justifications, development, validation and documentation, including BAU projects Skills: Statistics, Econometrics, Programming (R & Python), Financial Products Quick-learner, ability to work in a large team, good communication skills Economics Major with courses in Mathematics, Statistics and Programming Need student allocation by latest 15th Nov • Exposure to key risk models used to measure and monitor risks by the Firm • Application of course-work – statistical and financial learnings for model development • Understand model building and quantitative framework of risk models in a live context","-","-"
3838,Morning Star - Index Management and Analytics(Mumbai),Finance and Mgmt,40000,Mumbai,B3 C7,"Morningstar Indexes Team leverages its expertise in equity research, manager research, asset allocation, and portfolio construction to create innovative investment solutions. The primary function of the team is to maintain Morningstar indexes across asset classes, periodic methodology enhancements and provide research and analytics for client support. The team is also responsible for handling complex corporate events, regulatory compliance, and production automation. We are looking for a team member with basic knowledge of financial markets, statistical packages, data analytics or decision science. This position will be located in Vashi, Navi Mumbai (India). Responsibilities 1. Maintain global security universe and reference data module to support the reconstitution of the global index family. 2. Be a subject matter expert on index construction methodologies and their investment thesis and reconstitute these indexes in an accurate and timely manner. 3. Coordinate with Operations, Product Management, Business Development and New Product Development as data and methodology experts. 4. Handle client queries on reconstitution results, implementation nuances and methodology consultations and conduct research and generate required analytics. 5. Work with technology for process enhancements, process automation and production deployment. 6. Work with index calculation agents for accurate index calculation including treatment of complex corporate actions and correct implementation of index reconstitutions.","-","-"
3839,Morning Star - Index New Product Development(Mumbai),Finance and Mgmt,40000,Mumbai,A3 A7 A8 AA C7,"-","-","-"
3837,Morning Star - Index Operations(Mumbai),Finance and Mgmt,40000,Mumbai,B3 C7,"The Area: Morningstar Indexes team leverages its expertise in equity research, manager research, asset allocation, and portfolio construction to create innovative investment solutions. It uses Morningstar`s intellectual property to create indexes that empower investors to achieve their goals at every stage of the investment process - market monitoring, benchmarking, and asset allocation. The unit offers a broad suite of global equity, bond, commodity and asset allocation indexes. The Role: Morningstar Indexes seeks an intelligent and creative professional for its Operations team in Vashi, Navi Mumbai (India). Responsibilities: • Provide ongoing operational support, and problem resolution for current products and platforms • Escalation of bottleneck issues to vendors and liaise with the team in Chicago to provide on-the-run resolution to clients. • Work closely business teams to analyze, evaluate and define business requirements; and with the technology to help define work flows and operational processes for our target future state. • Publish historical data to third party platforms and resolve for any gaps.","-","-"
4032,Morningstar - Index CoE(Mumbai),Finance and Mgmt,40000,Mumbai,B3 C7,"Morningstar Indexes Team leverages its expertise in equity research, manager research, asset allocation, and portfolio construction to create innovative investment solutions. The primary function of the Center of Excellence in Product Operations team is to support Indexes clients and sales group by providing data, research and analytics for more than 700 unique Morningstar indexes across asset classes (Equity, Fixed Income, Alternatives, Multi-Asset). This role provides a balanced exposure to both back-end index operations and front-end, either directly or through sales organization. This position will be in Vashi, Navi Mumbai (India). Responsibilities • Enable sales team with presentations, marketing collaterals, data, research & analytics • Coordinate with Product Management, Operations and prospective client to launch and operationalize Morningstar Indexes • Oversee daily publishing and deliveries of end of day index values, portfolios and other files to internal and external clients and third parties in a timely manner • Escalation of bottleneck issues to vendors and liaise with them • Work with Robotic Process Automation team within Morningstar to automate manual tasks and further streamline the process • Create self-help modules/templates on Morningstar Direct to equip sales team to quickly respond to general data related queries on their own.","-","-"
519,Morningstar - Index Technology(Mumbai),Finance and Mgmt,40000,Mumbai,A3 A7 A8 AA C7 H103 H112 H123,"Morningstar Indexes Team leverages its expertise in equity research, manager research, asset allocation, and portfolio construction to create innovative investment solutions. The primary function of the team is to maintain Morningstar indexes across asset classes, periodic methodology enhancements and provide research and analytics for client support. The team is also responsible for handling complex corporate events, regulatory compliance, and production automation. We are looking for a team member with basic knowledge of financial markets, statistical packages, data analytics or decision science. This position will be located in Vashi, Navi Mumbai (India). Responsibilities Morningstar Indexes Technology team provides solutions to Indexes Business Team. This team develop new enterprise applications from strategic roadmap as well as support and enhance existing applications. This team responsible for complete DevOps. And leverages different technologies like SQL, Java, C#, AWS Cloud technologies and Angular JS. Following are some of the responsibilities of the intern • Understand Database Model, and existing applications • Adapt with the Tech stacks (Java, Python, Cloud Technology, SQL, NO SQL) • Support/Enhance existing applications and operations • Contribute in New Development projects • Work in Agile Squad and participate in scrum ceremonies","-","-"
4033,Morningstar - Quantitative Research(Mumbai),Finance and Mgmt,40000,Mumbai,A3 A8 AA B4,"-","-","-"
2834,MSCI (IMR)(Mumbai),Finance and Mgmt,40000,Mumbai,A7 B3 B4,"Constructing, maintaining and enhancing MSCI suite of Factor, ESG, Thematic and Capped Indexes; Experience in programming & understanding of financial markets; (i) : Sincere, team spirit and interest in research Excellent communication skills Analytical mind, math skills Interest in learning financial concepts, programming","-","-"
2832,MSCI (NPD – Index Research)(Mumbai),Finance and Mgmt,40000,Mumbai,A7 B3,"Constructing, maintaining and enhancing MSCI suite of Factor, ESG, Thematic and Capped Indexes. Experience in programming & understanding of financial markets. (i) : Sincere, team spirit and interest in research Excellent communication skills Analytical mind, math skills Interest in learning financial concepts, programming Position overview: The MSCI Index Research team is responsible for the ongoing construction and management of all MSCI Factor, Thematic, Capped, Custom and ESG Indexes. -Monitoring developments in the investment management process globally, including new trends and styles in portfolio management, investment styles and asset allocation -Researching and recommending methodology enhancements in close consultation with leading investment management firms -Constructing and rebalancing the indexes in accordance with the index methodology Responsibilities: -Index construction and maintenance for the various MSCI Factor, Thematic, Capped, Custom and ESG Indexes including the quarterly and semi-annual rebalancing of indices, , the analysis and recommendation of securities for index additions and/or deletions -Monitor developments in the investment management process and evaluate the continued relevance of the MSCI index methodologies in line with trends in investment styles. -Recommend methodology enhancements in close consultation with clients and investment managers. -Prepare and present various index methodological reports to the equity decision committees, participate in product enhancement and product development efforts Desired experience and qualifications: -Understanding of equity analysis and equity investment process, familiarity with Institutional Investment Practices and Buy Side Portfolio Management concepts -Microsoft Excel and PowerPoint knowledge. Good knowledge of VBA is a plus. Knowledge of Matlab and SQL preferred. -Familiar with investment research and data vendors (e.g., Bloomberg, Reuters, Factset, risk and portfolio management systems) -Excellent interpersonal, communication and presentation skills","-","-"
2835,MSCI (Solution Management)(Mumbai),Finance and Mgmt,40000,Mumbai,B3,"Technical knowledge is a plus; Good communication skills; Knowledge of financial markets and data analytics; Overview of risk management, Financial instruments, data analysis. Position overview The MSCI Analytics Solutions Delivery team is composed of experienced professionals that provide first tier services and solutions to our Analytics clients around the world. Currently, the Client Solutions Specialist team is present in the following locations: New York, Boston, Chicago, Conshohocken, Budapest, Monterrey and Mumbai. The Client Solutions Specialist team is responsible for providing predominantly portfolio services and solutions to our clients to support their wide variety of analytic risk reporting, methodology, regulatory, usage and technical needs. Specialists work directly with clients across all market segments, including hedge funds, banks, brokers, wealth managers, asset managers and pension plans. They analyze client portfolio data and work with a client throughout their on-boarding process, which is organized as an implementation project, that results in a solution for the client that integrates our risk and analytics products into the their investment process. Additionally the specialists work with our technology teams to define and build our client services technology infrastructure. The Client Solutions Specialist will gain competencies in data modeling, portfolio reconciliation and reporting. As a specialist, they can work on several client on-boarding projects simultaneously in virtual teams, along with an Implementation Manager and Risk Consultant, who are dedicated to the clients as well be team members of technology data projects to onboard new third party client data providers. Responsibilities • Consulting with clients on portfolio data modeling best practices, mastering and explaining the different input data formats and content requirements for all instrument and asset types and understanding the necessary terms and conditions required to describe the holdings in the client’s portfolio • Confirming data coverage for the securities and benchmarks that a client wishes to model, including analyzing the requirements and working with internal teams responsible for maintaining our datasets • Advising clients on our best practice for applying proxy information properly and to map portfolio holdings to appropriate risk factor data sets, including understanding how modeling and mapping configuration choices affect the risk results delivered in our reports • Assisting clients with data conformance and validation testing, especially checking input files for proper formatting and appropriate content for modeling and using processing logs to analyze the portfolio for accuracy and completeness • Performing workflow analysis to ensure proper set up of client configuration files with proper rules for terms and conditions enrichment of portfolio data • Assisting clients with report design and development, applying foundational understanding of analytics and reporting features in our products and of rules and methods for transforming and integrating risk analytical results into our standard reporting services • Directly assist global clients via phone and email by providing solutions to integrate our products with their systems • Providing initial levels of training on the usage of our products Source and define new third party client data feeds from custodians and fund administrators to support client implementations. Work with the development teams to ensure the data is properly loaded in our databases for later extraction and use in our analytical systems • Document and review client requirements with developers and user acceptance test requested service enhancements • Act as a liaison and source of feedback directly to our Coverage, Consultants, Research, Product Management, Finance and Product Delivery groups • Helping the Coverage team in determining the implementation needs of the client and required contractual agreements Desired experience and qualifications • Excellent verbal and written communication skills Strong analytical, communication, organizational and time management skills • Self-reliant, detail-oriented and a fast learner • Excellent in team work and collaboration • Ability to handle multiple projects under tight, short-term deadlines • Good understanding of financial products is required: equities, fixed income, derivative products and financial risk management (market risk) Understanding of portfolio management theory and risk management techniques is preferred • Knowledge of and experience with a variety of information technologies is preferred • 5-10 years (Senior Associate) or 2-5 years (Associate) of relevant experience • Bachelor Degree in Mathematics, Engineering, Economics, Information Systems or other similar subject is preferred","-","-"
3766,MSCI - Equity Core Research - Data Science(Mumbai),Finance and Mgmt,40000,Mumbai,A7 B3 B4,"Developing and testing Machine learning based investment tools/ideas. Python Programming, Statistics, Quant Finance, Use of debugging and version control tools. Sincere, team spirit and interest in research Excellent communication skills Interest in learning ML, AI; Python Programming Responsibilities: • The successful candidate will be a member of the team based in Mumbai and be involved in new research projects and contribute to their success from initial concept through research, development, and consultation to production implementation. • The candidate will develop new tools using state of the art technologies and techniques (Python, data science, machine learning) and support others in the Research and Product Development group on these technologies. • The candidate will carry out back testing, research and analysis of equity factor based strategies using historical market data and Barra factor models and portfolio construction tools. Desired experience and qualifications: • Well-developed hands-on analytical and quantitative skills (e.g., time series and cross-sectional analysis) • Good programming skills (Python preferred) • Knowledge of any of the following: DevOps practices (version control systems, testing, continuous integration and delivery, containers), Linux command line, system administration basics a plus • Understanding of the equity analysis and investment process or a strong desire to learn it • Good interpersonal, communication and presentation skills • Bachelor’s/Master&apos;s Degree in science, technology, engineering, mathematics, quantitative finance or another highly quantitative subject.","-","-"
3768,MSCI - Performance IT - Index(Mumbai),Finance and Mgmt,40000,Mumbai,A7 B3 B4,"Construction and set up of Indexes in production is handled via these platforms (Excluding Calculations & distribution). Sincere, team spirit Excellent communication skills Analytical mind Interest in learning financial concepts, programming","-","-"
4070,Mtandt Rentals Ltd.(Ghaziabad),Infrastructure,,Ghaziabad,H130,"-","-","-"
3909,myHQ & (JustWork Technologies Pvt. Ltd.) Non Tech(New Delhi),Finance and Mgmt,15000,New Delhi,A1 A2 A3 A4 A7 A8 AA AB H149,"Responsible for interacting with our coworking member base on a regular basis 1) Focus on converting prospective leads into clients 2) Manage the customer base over time and ensure it is retained 3) Keep the team informed about the pulse of the community on the ground 4) Build community engagement on the myHQ app (online) by regularly interacting with our community there If you&apos;re looking to work in a fun and flexible environment with a high growth potential start-up, come join us! We allow flexibility of changing departments based on interest, fit during the course of the internship. However it is a function of requirement / performance Also available: Opportunity to convert to full time role at the end of the internship (for candidates who can join right after) Skills: 1) Very polished and good communication skill (Both written and verbal) 2) Ability to take ownership; Target driven 3) Humble, hardworking and enthusiastic","-","-"
